measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Minnesota,Both,All ages,Depressive disorders,Number,2017,6185.119713729770,10661.324753564000,2756.9596808222100
YLDs (Years Lived with Disability),Minnesota,Both,All ages,Depressive disorders,Number,2018,6210.758735410110,10592.225338754500,2817.636604967240
YLDs (Years Lived with Disability),Minnesota,Both,All ages,Depressive disorders,Number,2019,6241.791406400620,10701.279017576900,2821.3197398840500
YLDs (Years Lived with Disability),Minnesota,Both,All ages,Depressive disorders,Number,2020,7009.006191267080,12103.615720096300,2954.073349305540
YLDs (Years Lived with Disability),Minnesota,Both,All ages,Depressive disorders,Number,2021,6897.402705803870,11979.189713520000,2948.8576506439100
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,1990,4460.822034264580,7597.908247738040,2138.514858443340
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,1991,4777.323171656440,8079.552074381970,2268.9798346186800
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,1992,5104.898893210490,8643.401062001090,2448.60842830344
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,1993,5429.59659777091,9219.40484604638,2542.343307464480
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,1994,5764.105603791860,9938.87420613005,2654.0766838441900
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,1995,6096.445744795520,10536.879909144400,2786.417411699750
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,1996,6540.754498066050,11207.04075820840,2993.0328557767800
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,1997,7131.77734865073,12110.440187636900,3353.330314623830
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,1998,7752.077891189010,13041.155200521900,3690.009884685890
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,1999,8294.828803458440,13794.380791700000,3922.749362641480
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2000,8599.578931676000,14253.077133476500,4098.949577783150
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2001,8727.25937059919,14488.02388483570,4172.583491279420
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2002,8821.713709087860,14728.879782326200,4327.246187055820
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2003,8895.317769747590,14732.16339269690,4382.94193954808
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2004,8978.682030990410,14926.454999171300,4409.633439231620
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2005,9101.370249642410,15103.937857892000,4477.561392896870
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2006,9272.115393611010,15419.294464735400,4520.507560525660
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2007,9472.039793129470,15670.309379442100,4636.084596072860
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2008,9683.00716292981,15862.597025458700,4755.006826853740
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2009,9861.69774024572,16175.908911285700,4905.580358128330
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2010,9982.969711363800,16381.029868424000,5004.7533939926100
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2011,9977.89740944952,16399.386168513000,5012.176309356590
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2012,9833.655612575690,16049.61983327940,5000.505705703150
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2013,9632.966178182490,15572.805939854900,4951.041990435250
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2014,9444.981188939600,15390.885688957700,4862.171327058870
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2015,9347.6903400646,15311.709949126800,4832.736313996890
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2016,9339.078277051080,15156.888184988100,4844.988089307260
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2017,9333.491910240440,15304.317017740900,4759.018629000610
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2018,9340.700783611870,15317.839589514000,4782.363416552270
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2019,9345.430256474130,15343.477869409200,4772.10277893529
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2020,10337.440468179000,17204.53421508350,5023.476704703130
YLDs (Years Lived with Disability),Missouri,Both,All ages,Depressive disorders,Number,2021,10265.31692803170,17369.99623620850,4991.790340388640
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,1990,1868.048497610140,4294.243658568920,521.6693058354980
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,1991,1871.8896844999300,4325.842941644700,519.7032660277010
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,1992,1876.240261270360,4257.795464717640,526.9799717039030
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,1993,1890.4591573588000,4327.615020523660,533.5497415314830
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,1994,1910.6593593855200,4408.567938837840,544.2387084061530
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,1995,1937.13135665066,4392.0702312866600,559.3731446167430
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,1996,2021.4198531006200,4609.0976511099100,588.7425617350510
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,1997,2177.1076165435700,4924.6288332978200,637.2817563058770
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,1998,2359.0203134920500,5260.991590933230,691.1824484256680
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,1999,2523.823348859070,5644.288931964050,745.7732069498020
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2000,2619.198368334920,5870.725680974040,796.5153916064740
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2001,2654.4556544881300,5910.6784237748500,811.8200321966120
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2002,2670.630249522600,5818.398421655040,830.0785778028200
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2003,2664.265586852010,5808.837758059300,854.5695452872830
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2004,2664.181900389570,5817.644682003270,856.1508821512710
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2005,2671.206949899910,5817.455667120130,873.1134276724310
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2006,2705.162231444390,5886.148282859460,892.6779660112990
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2007,2750.3093451141800,6002.3523234334000,905.1206297153930
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2008,2793.052335681700,6013.2483272620000,906.9709847198250
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2009,2828.022504606110,6050.143088910800,921.750111724894
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2010,2849.551533349940,6096.342577619430,928.9020579585360
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2011,2832.034488479820,6053.688374013530,906.6184486153140
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2012,2785.708133653380,5926.721469077630,904.5112964087230
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2013,2724.656962042390,5907.160508782200,873.3583763948720
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2014,2679.8221195012900,5860.217937435270,865.0447568222390
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2015,2668.085909477570,5849.664071693260,848.4911013511350
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2016,2708.8343287171300,5962.303982031530,838.4736987693130
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2017,2783.0753938778900,6161.972225982560,859.6035212284490
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2018,2848.449019788940,6281.929416943260,861.9325953503640
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2019,2864.440301176010,6446.3201744539600,855.6616784038860
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2020,2830.95482619486,6440.809618347230,811.7288966852250
YLDs (Years Lived with Disability),Missouri,Both,All ages,Anxiety disorders,Number,2021,2829.9848079512300,6413.1923465204300,829.2618592283480
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,1990,3895.844602953650,6373.791951583300,1925.8651865028200
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,1991,4107.714038388880,6674.413024904870,2002.001432489730
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,1992,4324.546068889180,7133.669000169590,2102.87405152379
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,1993,4532.838110473530,7620.516793389140,2182.4664971997300
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,1994,4732.325288182110,7782.503611339650,2265.2258939316700
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,1995,4918.127947349900,8109.274177335340,2342.7285293755700
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,1996,5142.525762403910,8457.750495540260,2460.2989864122500
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,1997,5432.526323335110,8890.773837139930,2612.596464038370
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,1998,5724.309740178540,9329.120160125070,2730.424340890440
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,1999,5975.352907991760,9766.3830300736,2836.980180148250
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2000,6116.108254292720,9907.074742324250,2892.460460117670
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2001,6173.558371642310,9999.703288894870,2910.8735839578100
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2002,6191.389405519950,9906.050804609470,2957.7635078751800
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2003,6194.602069102090,10023.94615229880,2961.1497997661000
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2004,6212.071711341630,10046.135594975300,3002.893569911660
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2005,6244.083706111950,10069.685293482000,3063.883789806010
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2006,6302.1544076406100,10234.952788187000,3061.655912947650
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2007,6375.697861839310,10333.982237067800,3165.272288068820
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2008,6440.021251964250,10395.912206963700,3210.733556187020
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2009,6484.506703960280,10602.489763482200,3239.4999634624200
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2010,6494.007303296480,10602.683784372500,3250.58485806587
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2011,6430.465899264750,10421.004311858600,3220.919968374380
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2012,6287.607820821640,10002.828836305100,3146.611942213240
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2013,6117.97863718919,9692.55251546031,3130.4218031177900
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2014,5970.030043304180,9403.794098855340,3088.9683998458500
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2015,5889.926878577460,9252.285081594960,3051.0358864058000
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2016,5869.834875859170,9255.153760472620,3033.5174895028900
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2017,5864.999939285420,9335.960782329800,3030.710453938150
YLDs (Years Lived with Disability),Mississippi,Both,All ages,Depressive disorders,Number,2018,5863.7798977063400,9393.22966562585,3020.124627607470
